4	35769000	35769001	id-35011183	0.002000
4	35769001	35769002	id-35011184	0.001000
4	35769002	35769003	id-35011185	0.002000
4	35769003	35769004	id-35011186	0.002000
4	35769004	35769005	id-35011187	0.002000
4	35769005	35769006	id-35011188	0.000000
4	35769006	35769007	id-35011189	0.001000
4	35769007	35769008	id-35011190	0.001000
4	35769008	35769009	id-35011191	0.001000
4	35769009	35769010	id-35011192	0.001000
4	35769010	35769011	id-35011193	0.001000
4	35769011	35769012	id-35011194	0.003000
4	35769012	35769013	id-35011195	0.019000
4	35769013	35769014	id-35011196	0.035000
4	35769014	35769015	id-35011197	0.040000
4	35769015	35769016	id-35011198	0.043000
4	35769016	35769017	id-35011199	0.034000
4	35769017	35769018	id-35011200	0.002000
4	35769018	35769019	id-35011201	0.002000
4	35769019	35769020	id-35011202	0.003000
4	35769020	35769021	id-35011203	0.002000
4	35769021	35769022	id-35011204	0.028000
4	35769022	35769023	id-35011205	0.035000
4	35769023	35769024	id-35011206	0.036000
4	35769024	35769025	id-35011207	0.047000
4	35769025	35769026	id-35011208	0.050000
4	35769026	35769027	id-35011209	0.044000
4	35769027	35769028	id-35011210	0.048000
4	35769028	35769029	id-35011211	0.050000
4	35769029	35769030	id-35011212	0.043000
4	35769030	35769031	id-35011213	0.026000
4	35769031	35769032	id-35011214	0.008000
4	35769032	35769033	id-35011215	0.003000
4	35769033	35769034	id-35011216	0.006000
4	35769034	35769035	id-35011217	0.021000
4	35769035	35769036	id-35011218	0.028000
4	35769036	35769037	id-35011219	0.022000
4	35769037	35769038	id-35011220	0.010000
4	35769038	35769039	id-35011221	0.000000
4	35769039	35769040	id-35011222	0.000000
4	35769040	35769041	id-35011223	0.001000
4	35769041	35769042	id-35011224	0.000000
4	35769042	35769043	id-35011225	0.001000
4	35769043	35769044	id-35011226	0.002000
4	35769044	35769045	id-35011227	0.001000
4	35769045	35769046	id-35011228	0.001000
4	35769046	35769047	id-35011229	0.001000
4	35769047	35769048	id-35011230	0.008000
4	35769048	35769049	id-35011231	0.008000
4	35769049	35769050	id-35011232	0.004000
4	35769050	35769051	id-35011233	0.000000
4	35769051	35769052	id-35011234	0.000000
4	35769052	35769053	id-35011235	0.000000
4	35769053	35769054	id-35011236	0.000000
4	35769054	35769055	id-35011237	0.009000
4	35769055	35769056	id-35011238	0.008000
4	35769056	35769057	id-35011239	0.001000
4	35769057	35769058	id-35011240	0.001000
4	35769058	35769059	id-35011241	0.000000
4	35769059	35769060	id-35011242	0.000000
4	35769060	35769061	id-35011243	0.002000
4	35769061	35769062	id-35011244	0.001000
4	35769062	35769063	id-35011245	0.000000
4	35769063	35769064	id-35011246	0.000000
4	35769064	35769065	id-35011247	0.000000
4	35769065	35769066	id-35011248	0.000000
4	35769066	35769067	id-35011249	0.001000
4	35769067	35769068	id-35011250	0.004000
4	35769068	35769069	id-35011251	0.004000
4	35769069	35769070	id-35011252	0.008000
4	35769070	35769071	id-35011253	0.006000
4	35769071	35769072	id-35011254	0.003000
4	35769072	35769073	id-35011255	0.006000
4	35769073	35769074	id-35011256	0.008000
4	35769074	35769075	id-35011257	0.008000
4	35769075	35769076	id-35011258	0.008000
4	35769076	35769077	id-35011259	0.008000
4	35769077	35769078	id-35011260	0.004000
4	35769078	35769079	id-35011261	0.004000
4	35769079	35769080	id-35011262	0.003000
4	35769080	35769081	id-35011263	0.002000
4	35769081	35769082	id-35011264	0.001000
4	35769082	35769083	id-35011265	0.000000
4	35769083	35769084	id-35011266	0.000000
4	35769084	35769085	id-35011267	0.001000
4	35769085	35769086	id-35011268	0.000000
4	35769086	35769087	id-35011269	0.000000
4	35769087	35769088	id-35011270	0.002000
4	35769088	35769089	id-35011271	0.003000
4	35769089	35769090	id-35011272	0.000000
4	35769090	35769091	id-35011273	0.000000
4	35769091	35769092	id-35011274	0.001000
4	35769092	35769093	id-35011275	0.001000
4	35769093	35769094	id-35011276	0.010000
4	35769094	35769095	id-35011277	0.012000
4	35769095	35769096	id-35011278	0.013000
4	35769096	35769097	id-35011279	0.016000
4	35769097	35769098	id-35011280	0.013000
4	35769098	35769099	id-35011281	0.002000
4	35769099	35769100	id-35011282	0.001000
4	35769100	35769101	id-35011283	0.000000
4	35769101	35769102	id-35011284	0.000000
4	35769102	35769103	id-35011285	0.001000
4	35769103	35769104	id-35011286	0.000000
4	35769104	35769105	id-35011287	0.000000
4	35769105	35769106	id-35011288	0.001000
4	35769106	35769107	id-35011289	0.000000
4	35769107	35769108	id-35011290	0.000000
4	35769108	35769109	id-35011291	0.000000
4	35769109	35769110	id-35011292	0.003000
4	35769110	35769111	id-35011293	0.006000
4	35769111	35769112	id-35011294	0.006000
4	35769112	35769113	id-35011295	0.008000
4	35769113	35769114	id-35011296	0.006000
4	35769114	35769115	id-35011297	0.001000
4	35769115	35769116	id-35011298	0.001000
4	35769116	35769117	id-35011299	0.000000
4	35769117	35769118	id-35011300	0.000000
4	35769118	35769119	id-35011301	0.000000
4	35769119	35769120	id-35011302	0.000000
4	35769120	35769121	id-35011303	0.000000
4	35769121	35769122	id-35011304	0.000000
4	35769122	35769123	id-35011305	0.000000
4	35769123	35769124	id-35011306	0.001000
4	35769124	35769125	id-35011307	0.002000
4	35769125	35769126	id-35011308	0.000000
4	35769126	35769127	id-35011309	0.001000
4	35769127	35769128	id-35011310	0.002000
4	35769128	35769129	id-35011311	0.003000
4	35769129	35769130	id-35011312	0.007000
4	35769130	35769131	id-35011313	0.004000
4	35769131	35769132	id-35011314	0.004000
4	35769132	35769133	id-35011315	0.003000
4	35769133	35769134	id-35011316	0.002000
4	35769134	35769135	id-35011317	0.001000
4	35769135	35769136	id-35011318	0.001000
4	35769136	35769137	id-35011319	0.001000
4	35769137	35769138	id-35011320	0.001000
4	35769138	35769139	id-35011321	0.001000
4	35769139	35769140	id-35011322	0.001000
4	35769140	35769141	id-35011323	0.000000
4	35769141	35769142	id-35011324	0.003000
4	35769142	35769143	id-35011325	0.008000
4	35769143	35769144	id-35011326	0.008000
4	35769144	35769145	id-35011327	0.053000
4	35769145	35769146	id-35011328	0.102000
4	35769146	35769147	id-35011329	0.113000
4	35769147	35769148	id-35011330	0.114000
4	35769148	35769149	id-35011331	0.077000
4	35769149	35769150	id-35011332	0.004000
4	35769150	35769151	id-35011333	0.002000
4	35769151	35769152	id-35011334	0.002000
4	35769152	35769153	id-35011335	0.002000
4	35769153	35769154	id-35011336	0.012000
4	35769154	35769155	id-35011337	0.021000
4	35769155	35769156	id-35011338	0.021000
4	35769156	35769157	id-35011339	0.033000
4	35769157	35769158	id-35011340	0.068000
4	35769158	35769159	id-35011341	0.082000
4	35769159	35769160	id-35011342	0.247000
4	35769160	35769161	id-35011343	0.289000
4	35769161	35769162	id-35011344	0.297000
4	35769162	35769163	id-35011345	0.312000
4	35769163	35769164	id-35011346	0.408000
4	35769164	35769165	id-35011347	0.670000
4	35769165	35769166	id-35011348	0.700000
4	35769166	35769167	id-35011349	0.703000
4	35769167	35769168	id-35011350	0.686000
4	35769168	35769169	id-35011351	0.677000
4	35769169	35769170	id-35011352	0.546000
4	35769170	35769171	id-35011353	0.182000
4	35769171	35769172	id-35011354	0.057000
4	35769172	35769173	id-35011355	0.022000
4	35769173	35769174	id-35011356	0.003000
4	35769174	35769175	id-35011357	0.003000
4	35769175	35769176	id-35011358	0.005000
4	35769176	35769177	id-35011359	0.008000
4	35769177	35769178	id-35011360	0.012000
4	35769178	35769179	id-35011361	0.017000
4	35769179	35769180	id-35011362	0.012000
4	35769180	35769181	id-35011363	0.015000
4	35769181	35769182	id-35011364	0.007000
4	35769182	35769183	id-35011365	0.002000
4	35769183	35769184	id-35011366	0.001000
4	35769184	35769185	id-35011367	0.000000
4	35769185	35769186	id-35011368	0.000000
4	35769186	35769187	id-35011369	0.000000
4	35769187	35769188	id-35011370	0.000000
4	35769188	35769189	id-35011371	0.000000
4	35769189	35769190	id-35011372	0.000000
4	35769190	35769191	id-35011373	0.001000
4	35769191	35769192	id-35011374	0.000000
4	35769192	35769193	id-35011375	0.000000
4	35769193	35769194	id-35011376	0.000000
4	35769194	35769195	id-35011377	0.000000
4	35769195	35769196	id-35011378	0.000000
4	35769196	35769197	id-35011379	0.000000
4	35769197	35769198	id-35011380	0.000000
4	35769198	35769199	id-35011381	0.000000
4	35769199	35769200	id-35011382	0.001000
4	35769200	35769201	id-35011383	0.002000
4	35769201	35769202	id-35011384	0.002000
4	35769202	35769203	id-35011385	0.003000
4	35769203	35769204	id-35011386	0.009000
4	35769204	35769205	id-35011387	0.009000
4	35769205	35769206	id-35011388	0.012000
4	35769206	35769207	id-35011389	0.011000
4	35769207	35769208	id-35011390	0.000000
4	35769208	35769209	id-35011391	0.000000
4	35769209	35769210	id-35011392	0.000000
4	35769210	35769211	id-35011393	0.000000
4	35769211	35769212	id-35011394	0.005000
4	35769212	35769213	id-35011395	0.006000
4	35769213	35769214	id-35011396	0.005000
4	35769214	35769215	id-35011397	0.006000
4	35769215	35769216	id-35011398	0.004000
4	35769216	35769217	id-35011399	0.002000
4	35769217	35769218	id-35011400	0.001000
4	35769218	35769219	id-35011401	0.001000
4	35769219	35769220	id-35011402	0.000000
4	35769220	35769221	id-35011403	0.000000
4	35769221	35769222	id-35011404	0.000000
4	35769222	35769223	id-35011405	0.000000
4	35769223	35769224	id-35011406	0.000000
4	35769224	35769225	id-35011407	0.000000
4	35769225	35769226	id-35011408	0.000000
4	35769226	35769227	id-35011409	0.001000
4	35769227	35769228	id-35011410	0.002000
4	35769228	35769229	id-35011411	0.001000
4	35769229	35769230	id-35011412	0.000000
4	35769230	35769231	id-35011413	0.000000
4	35769231	35769232	id-35011414	0.000000
4	35769232	35769233	id-35011415	0.001000
4	35769233	35769234	id-35011416	0.001000
4	35769234	35769235	id-35011417	0.000000
4	35769235	35769236	id-35011418	0.002000
4	35769236	35769237	id-35011419	0.002000
4	35769237	35769238	id-35011420	0.002000
4	35769238	35769239	id-35011421	0.006000
4	35769239	35769240	id-35011422	0.005000
4	35769240	35769241	id-35011423	0.004000
4	35769241	35769242	id-35011424	0.003000
4	35769242	35769243	id-35011425	0.001000
4	35769243	35769244	id-35011426	0.000000
4	35769244	35769245	id-35011427	0.001000
4	35769245	35769246	id-35011428	0.018000
4	35769246	35769247	id-35011429	0.021000
4	35769247	35769248	id-35011430	0.036000
4	35769248	35769249	id-35011431	0.039000
4	35769249	35769250	id-35011432	0.034000
4	35769250	35769251	id-35011433	0.027000
4	35769251	35769252	id-35011434	0.001000
4	35769252	35769253	id-35011435	0.000000
4	35769253	35769254	id-35011436	0.000000
4	35769254	35769255	id-35011437	0.002000
4	35769255	35769256	id-35011438	0.001000
4	35769256	35769257	id-35011439	0.000000
4	35769257	35769258	id-35011440	0.000000
4	35769258	35769259	id-35011441	0.000000
4	35769259	35769260	id-35011442	0.000000
4	35769260	35769261	id-35011443	0.000000
4	35769261	35769262	id-35011444	0.000000
4	35769262	35769263	id-35011445	0.000000
4	35769263	35769264	id-35011446	0.000000
4	35769264	35769265	id-35011447	0.000000
4	35769265	35769266	id-35011448	0.000000
4	35769266	35769267	id-35011449	0.015000
4	35769267	35769268	id-35011450	0.022000
4	35769268	35769269	id-35011451	0.075000
4	35769269	35769270	id-35011452	0.087000
4	35769270	35769271	id-35011453	0.089000
4	35769271	35769272	id-35011454	0.081000
4	35769272	35769273	id-35011455	0.043000
4	35769273	35769274	id-35011456	0.030000
4	35769274	35769275	id-35011457	0.034000
4	35769275	35769276	id-35011458	0.030000
