Z	31918000	31918001	id-31642364	0.000000
Z	31918001	31918002	id-31642365	0.000000
Z	31918002	31918003	id-31642366	0.001000
Z	31918003	31918004	id-31642367	0.001000
Z	31918004	31918005	id-31642368	0.024000
Z	31918005	31918006	id-31642369	0.044000
Z	31918006	31918007	id-31642370	0.058000
Z	31918007	31918008	id-31642371	0.066000
Z	31918008	31918009	id-31642372	0.052000
Z	31918009	31918010	id-31642373	0.030000
Z	31918010	31918011	id-31642374	0.013000
Z	31918011	31918012	id-31642375	0.002000
Z	31918012	31918013	id-31642376	0.004000
Z	31918013	31918014	id-31642377	0.082000
Z	31918014	31918015	id-31642378	0.109000
Z	31918015	31918016	id-31642379	0.097000
Z	31918016	31918017	id-31642380	0.095000
Z	31918017	31918018	id-31642381	0.143000
Z	31918018	31918019	id-31642382	0.162000
Z	31918019	31918020	id-31642383	0.173000
Z	31918020	31918021	id-31642384	0.177000
Z	31918021	31918022	id-31642385	0.175000
Z	31918022	31918023	id-31642386	0.059000
Z	31918023	31918024	id-31642387	0.042000
Z	31918024	31918025	id-31642388	0.015000
Z	31918025	31918026	id-31642389	0.002000
Z	31918026	31918027	id-31642390	0.000000
Z	31918027	31918028	id-31642391	0.000000
Z	31918028	31918029	id-31642392	0.000000
Z	31918029	31918030	id-31642393	0.001000
Z	31918030	31918031	id-31642394	0.000000
Z	31918031	31918032	id-31642395	0.000000
Z	31918032	31918033	id-31642396	0.003000
Z	31918033	31918034	id-31642397	0.010000
Z	31918034	31918035	id-31642398	0.000000
Z	31918035	31918036	id-31642399	0.000000
Z	31918036	31918037	id-31642400	0.000000
Z	31918037	31918038	id-31642401	0.000000
Z	31918038	31918039	id-31642402	0.000000
Z	31918039	31918040	id-31642403	0.001000
Z	31918040	31918041	id-31642404	0.003000
Z	31918041	31918042	id-31642405	0.000000
Z	31918042	31918043	id-31642406	0.000000
Z	31918043	31918044	id-31642407	0.000000
Z	31918044	31918045	id-31642408	0.000000
Z	31918045	31918046	id-31642409	0.003000
Z	31918046	31918047	id-31642410	0.012000
Z	31918047	31918048	id-31642411	0.012000
Z	31918048	31918049	id-31642412	0.013000
Z	31918049	31918050	id-31642413	0.018000
Z	31918050	31918051	id-31642414	0.031000
Z	31918051	31918052	id-31642415	0.038000
Z	31918052	31918053	id-31642416	0.040000
Z	31918053	31918054	id-31642417	0.082000
Z	31918054	31918055	id-31642418	0.161000
Z	31918055	31918056	id-31642419	0.189000
Z	31918056	31918057	id-31642420	0.271000
Z	31918057	31918058	id-31642421	0.327000
Z	31918058	31918059	id-31642422	0.550000
Z	31918059	31918060	id-31642423	0.586000
Z	31918060	31918061	id-31642424	0.595000
Z	31918061	31918062	id-31642425	0.589000
Z	31918062	31918063	id-31642426	0.574000
Z	31918063	31918064	id-31642427	0.555000
Z	31918064	31918065	id-31642428	0.527000
Z	31918065	31918066	id-31642429	0.491000
Z	31918066	31918067	id-31642430	0.433000
Z	31918067	31918068	id-31642431	0.348000
Z	31918068	31918069	id-31642432	0.222000
Z	31918069	31918070	id-31642433	0.149000
Z	31918070	31918071	id-31642434	0.002000
Z	31918071	31918072	id-31642435	0.000000
Z	31918072	31918073	id-31642436	0.002000
Z	31918073	31918074	id-31642437	0.000000
Z	31918074	31918075	id-31642438	0.001000
Z	31918075	31918076	id-31642439	0.000000
Z	31918076	31918077	id-31642440	0.000000
Z	31918077	31918078	id-31642441	0.000000
Z	31918078	31918079	id-31642442	0.000000
Z	31918079	31918080	id-31642443	0.000000
Z	31918080	31918081	id-31642444	0.000000
Z	31918081	31918082	id-31642445	0.000000
Z	31918082	31918083	id-31642446	0.001000
Z	31918083	31918084	id-31642447	0.000000
Z	31918084	31918085	id-31642448	0.002000
Z	31918085	31918086	id-31642449	0.000000
Z	31918086	31918087	id-31642450	0.000000
Z	31918087	31918088	id-31642451	0.001000
Z	31918088	31918089	id-31642452	0.005000
Z	31918089	31918090	id-31642453	0.000000
Z	31918090	31918091	id-31642454	0.000000
Z	31918091	31918092	id-31642455	0.000000
Z	31918092	31918093	id-31642456	0.000000
Z	31918093	31918094	id-31642457	0.000000
Z	31918094	31918095	id-31642458	0.000000
Z	31918095	31918096	id-31642459	0.000000
Z	31918096	31918097	id-31642460	0.000000
Z	31918097	31918098	id-31642461	0.000000
Z	31918098	31918099	id-31642462	0.000000
Z	31918099	31918100	id-31642463	0.000000
Z	31918100	31918101	id-31642464	0.000000
Z	31918101	31918102	id-31642465	0.000000
Z	31918102	31918103	id-31642466	0.000000
Z	31918103	31918104	id-31642467	0.000000
Z	31918104	31918105	id-31642468	0.001000
Z	31918105	31918106	id-31642469	0.004000
Z	31918106	31918107	id-31642470	0.006000
Z	31918107	31918108	id-31642471	0.077000
Z	31918108	31918109	id-31642472	0.090000
Z	31918109	31918110	id-31642473	0.102000
