Z	66058000	66058001	id-65359708	0.000000
Z	66058001	66058002	id-65359709	0.000000
Z	66058002	66058003	id-65359710	0.008000
Z	66058003	66058004	id-65359711	0.018000
Z	66058004	66058005	id-65359712	0.004000
Z	66058005	66058006	id-65359713	0.000000
Z	66058006	66058007	id-65359714	0.000000
Z	66058007	66058008	id-65359715	0.000000
Z	66058008	66058009	id-65359716	0.000000
Z	66058009	66058010	id-65359717	0.000000
Z	66058010	66058011	id-65359718	0.005000
Z	66058011	66058012	id-65359719	0.011000
Z	66058012	66058013	id-65359720	0.001000
Z	66058013	66058014	id-65359721	0.000000
Z	66058014	66058015	id-65359722	0.001000
Z	66058015	66058016	id-65359723	0.001000
Z	66058016	66058017	id-65359724	0.000000
Z	66058017	66058018	id-65359725	0.000000
Z	66058018	66058019	id-65359726	0.000000
Z	66058019	66058020	id-65359727	0.000000
Z	66058020	66058021	id-65359728	0.000000
Z	66058021	66058022	id-65359729	0.000000
Z	66058022	66058023	id-65359730	0.000000
Z	66058023	66058024	id-65359731	0.000000
Z	66058024	66058025	id-65359732	0.000000
Z	66058025	66058026	id-65359733	0.000000
Z	66058026	66058027	id-65359734	0.000000
Z	66058027	66058028	id-65359735	0.002000
Z	66058028	66058029	id-65359736	0.005000
Z	66058029	66058030	id-65359737	0.007000
Z	66058030	66058031	id-65359738	0.008000
Z	66058031	66058032	id-65359739	0.001000
Z	66058032	66058033	id-65359740	0.001000
Z	66058033	66058034	id-65359741	0.000000
Z	66058034	66058035	id-65359742	0.000000
Z	66058035	66058036	id-65359743	0.000000
Z	66058036	66058037	id-65359744	0.000000
Z	66058037	66058038	id-65359745	0.000000
Z	66058038	66058039	id-65359746	0.000000
Z	66058039	66058040	id-65359747	0.000000
Z	66058040	66058041	id-65359748	0.000000
Z	66058041	66058042	id-65359749	0.000000
Z	66058042	66058043	id-65359750	0.000000
Z	66058043	66058044	id-65359751	0.000000
Z	66058044	66058045	id-65359752	0.000000
Z	66058045	66058046	id-65359753	0.000000
Z	66058046	66058047	id-65359754	0.000000
Z	66058047	66058048	id-65359755	0.000000
Z	66058048	66058049	id-65359756	0.000000
Z	66058049	66058050	id-65359757	0.000000
Z	66058050	66058051	id-65359758	0.000000
Z	66058051	66058052	id-65359759	0.001000
Z	66058052	66058053	id-65359760	0.000000
Z	66058053	66058054	id-65359761	0.000000
Z	66058054	66058055	id-65359762	0.000000
Z	66058055	66058056	id-65359763	0.000000
Z	66058056	66058057	id-65359764	0.000000
Z	66058057	66058058	id-65359765	0.000000
Z	66058058	66058059	id-65359766	0.000000
Z	66058059	66058060	id-65359767	0.000000
Z	66058060	66058061	id-65359768	0.000000
Z	66058061	66058062	id-65359769	0.000000
Z	66058062	66058063	id-65359770	0.000000
Z	66058063	66058064	id-65359771	0.000000
Z	66058064	66058065	id-65359772	0.001000
Z	66058065	66058066	id-65359773	0.001000
Z	66058066	66058067	id-65359774	0.001000
Z	66058067	66058068	id-65359775	0.001000
Z	66058068	66058069	id-65359776	0.000000
Z	66058069	66058070	id-65359777	0.000000
Z	66058070	66058071	id-65359778	0.000000
Z	66058071	66058072	id-65359779	0.001000
Z	66058072	66058073	id-65359780	0.001000
Z	66058073	66058074	id-65359781	0.000000
Z	66058074	66058075	id-65359782	0.000000
Z	66058075	66058076	id-65359783	0.000000
Z	66058076	66058077	id-65359784	0.000000
Z	66058077	66058078	id-65359785	0.000000
Z	66058078	66058079	id-65359786	0.000000
Z	66058079	66058080	id-65359787	0.000000
Z	66058080	66058081	id-65359788	0.000000
Z	66058081	66058082	id-65359789	0.000000
Z	66058082	66058083	id-65359790	0.000000
Z	66058083	66058084	id-65359791	0.000000
Z	66058084	66058085	id-65359792	0.003000
Z	66058085	66058086	id-65359793	0.002000
Z	66058086	66058087	id-65359794	0.001000
Z	66058087	66058088	id-65359795	0.000000
Z	66058088	66058089	id-65359796	0.000000
Z	66058089	66058090	id-65359797	0.000000
Z	66058090	66058091	id-65359798	0.000000
Z	66058091	66058092	id-65359799	0.002000
Z	66058092	66058093	id-65359800	0.003000
Z	66058093	66058094	id-65359801	0.000000
Z	66058094	66058095	id-65359802	0.000000
Z	66058095	66058096	id-65359803	0.000000
Z	66058096	66058097	id-65359804	0.000000
Z	66058097	66058098	id-65359805	0.000000
Z	66058098	66058099	id-65359806	0.000000
Z	66058099	66058100	id-65359807	0.000000
Z	66058100	66058101	id-65359808	0.000000
Z	66058101	66058102	id-65359809	0.002000
Z	66058102	66058103	id-65359810	0.084000
