3	79985000	79985001	id-79032657	0.004000
3	79985001	79985002	id-79032658	0.000000
3	79985002	79985003	id-79032659	0.002000
3	79985003	79985004	id-79032660	0.001000
3	79985004	79985005	id-79032661	0.004000
3	79985005	79985006	id-79032662	0.005000
3	79985006	79985007	id-79032663	0.000000
3	79985007	79985008	id-79032664	0.000000
3	79985008	79985009	id-79032665	0.000000
3	79985009	79985010	id-79032666	0.000000
3	79985010	79985011	id-79032667	0.000000
3	79985011	79985012	id-79032668	0.000000
3	79985012	79985013	id-79032669	0.000000
3	79985013	79985014	id-79032670	0.000000
3	79985014	79985015	id-79032671	0.000000
3	79985015	79985016	id-79032672	0.000000
3	79985016	79985017	id-79032673	0.000000
3	79985017	79985018	id-79032674	0.000000
3	79985018	79985019	id-79032675	0.000000
3	79985019	79985020	id-79032676	0.000000
3	79985020	79985021	id-79032677	0.000000
3	79985021	79985022	id-79032678	0.000000
3	79985022	79985023	id-79032679	0.000000
3	79985023	79985024	id-79032680	0.000000
3	79985024	79985025	id-79032681	0.002000
3	79985025	79985026	id-79032682	0.000000
3	79985026	79985027	id-79032683	0.000000
3	79985027	79985028	id-79032684	0.001000
3	79985028	79985029	id-79032685	0.002000
3	79985029	79985030	id-79032686	0.002000
3	79985030	79985031	id-79032687	0.002000
3	79985031	79985032	id-79032688	0.003000
3	79985032	79985033	id-79032689	0.003000
3	79985033	79985034	id-79032690	0.000000
3	79985034	79985035	id-79032691	0.002000
3	79985035	79985036	id-79032692	0.000000
3	79985036	79985037	id-79032693	0.000000
3	79985037	79985038	id-79032694	0.000000
3	79985038	79985039	id-79032695	0.000000
3	79985039	79985040	id-79032696	0.000000
3	79985040	79985041	id-79032697	0.000000
3	79985041	79985042	id-79032698	0.000000
3	79985042	79985043	id-79032699	0.000000
3	79985043	79985044	id-79032700	0.000000
3	79985044	79985045	id-79032701	0.000000
3	79985045	79985046	id-79032702	0.000000
3	79985046	79985047	id-79032703	0.000000
3	79985047	79985048	id-79032704	0.000000
3	79985048	79985049	id-79032705	0.000000
3	79985049	79985050	id-79032706	0.000000
3	79985050	79985051	id-79032707	0.000000
3	79985051	79985052	id-79032708	0.000000
3	79985052	79985053	id-79032709	0.000000
3	79985053	79985054	id-79032710	0.000000
3	79985054	79985055	id-79032711	0.000000
3	79985055	79985056	id-79032712	0.000000
3	79985056	79985057	id-79032713	0.000000
3	79985057	79985058	id-79032714	0.000000
3	79985058	79985059	id-79032715	0.000000
3	79985059	79985060	id-79032716	0.000000
3	79985060	79985061	id-79032717	0.010000
3	79985061	79985062	id-79032718	0.001000
3	79985062	79985063	id-79032719	0.000000
3	79985063	79985064	id-79032720	0.000000
3	79985064	79985065	id-79032721	0.001000
3	79985065	79985066	id-79032722	0.000000
3	79985066	79985067	id-79032723	0.000000
3	79985067	79985068	id-79032724	0.006000
3	79985068	79985069	id-79032725	0.026000
3	79985069	79985070	id-79032726	0.025000
3	79985070	79985071	id-79032727	0.018000
3	79985071	79985072	id-79032728	0.014000
3	79985072	79985073	id-79032729	0.014000
3	79985073	79985074	id-79032730	0.004000
3	79985074	79985075	id-79032731	0.001000
3	79985075	79985076	id-79032732	0.000000
3	79985076	79985077	id-79032733	0.000000
3	79985077	79985078	id-79032734	0.000000
3	79985078	79985079	id-79032735	0.000000
3	79985079	79985080	id-79032736	0.000000
3	79985080	79985081	id-79032737	0.001000
3	79985081	79985082	id-79032738	0.000000
3	79985082	79985083	id-79032739	0.000000
